site,plot,species,diameter,height,weight
56,c,Poa secunda,2.8,17,0.86
58,a,Poa secunda,1.1,12,0.86
58,a,Elymus elymoides,0.7,28,0.86
58,b,Poa secunda,1.9,18,0.86
59,d,Poa secunda,3.4,5,0.86
60,d,Poa secunda,4,3,0.86
63,c,PG15,2.1,6,0.86
66,c,Poa secunda,1.1,5,0.86
54,d,Poa secunda,2.6,18,0.87
55,d,Poa secunda,4.5,14,0.87
55,d,Poa secunda,1.3,22,0.87
56,b,Poa secunda,3.6,12,0.87
56,c,Poa secunda,1.7,5,0.87
59,a,Poa secunda,3.1,5,0.87
59,c,Poa secunda,1.9,9,0.87
61,c,Poa secunda,6.8,5,0.87
62,b,Poa secunda,2.7,17,0.87
65,a,PG17,2.9,9,0.87
65,c,PG18,1.8,13,0.87
66,d,Elymus elymoides,0.9,14,0.87
52,a,Poa secunda,5.3,10,0.88
52,a,Elymus elymoides,5.1,8,0.88
56,b,Poa secunda,2.3,8,0.88
62,b,Elymus elymoides,1.7,18,0.88
64,d,Achnatherum hymenoides,1.4,16,0.88
67,a,Poa secunda,4.1,5,0.88
67,d,Poa secunda,3.8,4,0.88
56,d,Achnatherum hymenoides,2.2,14,0.89
57,b,Poa secunda,2.8,5,0.89
59,c,Poa secunda,4,6,0.89
61,c,agropyron cristatum,1.6,0.8,0.89
63,c,PG15,0.8,19,0.89
64,c,Poa secunda,1.3,20,0.89
65,d,Hesperostipa comata,2.2,11,0.89
68,d,Poa secunda,2,10,0.89
55,a,Poa secunda,4.2,14,0.9
56,c,Poa secunda,4.8,7,0.9
59,c,Poa secunda,3.7,4,0.9
60,a,Poa secunda,2.1,4,0.9
62,c,Poa secunda,3.6,7,0.9
64,a,Elymus elymoides,0.7,17,0.9
64,a,Hesperostipa comata,1.8,13,0.9
66,a,Elymus elymoides,0.7,27,0.9
67,a,Pseudoroegneria spicata,0.4,32,0.9
67,c,Poa secunda,1.8,7,0.9
53,c,Poa secunda,2.4,4,0.91
53,c,Poa secunda,1.9,12,0.91
57,d,Poa secunda,4.7,5,0.91
59,c,Poa secunda,3.1,9,0.91
59,d,Poa secunda,6.2,4,0.91
62,d,PG11,3.8,12,0.91
63,c,PG15,3.5,10,0.91
64,a,Poa secunda,2.8,22,0.91
64,d,Achnatherum hymenoides,1.1,17,0.91
67,c,Poa secunda,3.5,4,0.91
52,a,Poa secunda,11.4,5,0.92
53,b,Poa secunda,4.5,5,0.92
54,c,Achnatherum hymenoides,5.5,19,0.92
56,a,Elymus elymoides,3.9,13,0.92
60,b,Elymus elymoides,5.4,17,0.92
64,a,Achnatherum hymenoides,1.4,29,0.92
64,d,Elymus elymoides,1.1,26,0.92
52,a,Poa secunda,2.8,10,0.93
53,b,Poa secunda,4.9,10,0.93
56,b,Poa secunda,4.1,11,0.93
57,a,PG05,2,15,0.93
57,b,Poa secunda,2.7,6,0.93
58,c,Elymus elymoides,1.4,18,0.93
64,a,Hesperostipa comata,1,25,0.93
66,b,Poa secunda,2,23,0.93
52,a,Achnatherum hymenoides,1.1,25,0.94
52,b,Elymus elymoides,4.6,10,0.94
56,a,Elymus elymoides,1.7,19,0.94
56,a,Poa secunda,2.5,6,0.94
57,d,Poa secunda,2.3,6,0.94
58,a,Poa secunda,1.1,10,0.94
59,a,Elymus elymoides,1.5,10,0.94
62,a,Poa secunda,2.1,7,0.94
64,a,Hesperostipa comata,2.3,13,0.94
66,a,Poa secunda,0.9,10,0.94
67,b,Poa secunda,4,5,0.94
56,a,Poa secunda,5.9,14,0.95
58,d,Achnatherum hymenoides,0.8,20,0.95
59,a,Poa secunda,2.8,5,0.95
61,c,PG09,3.1,6,0.95
61,d,PG09,6.9,11,0.95
64,b,Achnatherum hymenoides,0.8,33,0.95
67,b,Poa secunda,1.7,8,0.95
55,b,Poa secunda,2.4,13,0.96
57,d,Poa secunda,1.6,8,0.96
58,c,Elymus elymoides,1.1,22,0.96
60,b,Poa secunda,3.7,5,0.96
65,c,PG19,4.1,21,0.96
66,c,Elymus elymoides,1.6,26,0.96
67,d,Pseudoroegneria spicata,3.2,22,0.96
52,d,Achnatherum hymenoides,1.8,22,0.97
53,b,Poa secunda,3.2,10,0.97
53,c,Poa secunda,0.9,20,0.97
54,c,Poa secunda,4.5,10,0.97
55,c,Poa secunda,2,18,0.97
57,d,Poa secunda,3.5,5,0.97
60,a,Poa secunda,1.6,5,0.97
60,c,Hesperostipa comata,2,23,0.97
61,a,Poa secunda,1.3,13,0.97
63,d,Poa secunda,2.6,7,0.97
66,a,Poa secunda,2.8,7,0.97
67,b,Poa secunda,2.2,9,0.97
56,b,Poa secunda,2.4,5,0.98
59,d,Poa secunda,2.5,6,0.98
61,a,Poa secunda,5.5,4,0.98
62,d,Elymus elymoides,2.7,22,0.98
65,a,PG18,1.7,23,0.98
53,b,Poa secunda,2.5,11,0.99
55,a,Achnatherum hymenoides,3,11,0.99
55,b,Poa secunda,4,9,0.99
56,c,Poa secunda,6,6,0.99
60,b,Poa secunda,2.9,3,0.99
61,a,PG09,4.9,6,0.99
63,d,Poa secunda,2.2,6,0.99
64,c,Poa secunda,1.3,8,0.99
52,b,Elymus elymoides,1.2,19,1
56,b,Hesperostipa comata,3.8,11,1
61,d,Poa secunda,1.9,19,1
63,d,Poa secunda,2.6,5,1
63,d,Poa secunda,2.6,4,1
65,a,PG18,2.2,28,1
66,a,Elymus elymoides,1.5,23,1
52,b,Poa secunda,9.3,7,1.01
55,d,Poa secunda,2.1,13,1.01
56,a,Poa secunda,5.2,13,1.01
56,b,Hesperostipa comata,3.7,17,1.01
56,c,Poa secunda,5.2,11,1.01
57,b,Poa secunda,2.9,6,1.01
59,a,Poa secunda,4.3,5,1.01
61,a,PG09,4.8,9,1.01
63,b,Poa secunda,1.7,13,1.01
64,c,Poa secunda,1.4,23,1.01
66,d,Poa secunda,2.3,10,1.01
67,d,Poa secunda,5.6,4,1.01
52,c,Hesperostipa comata,2,16,1.02
53,b,Poa secunda,2.6,11,1.02
53,d,Poa secunda,1.9,10,1.02
58,b,Poa secunda,2.2,8,1.02
61,b,PG09,1.5,22,1.02
64,c,Poa secunda,2.5,15,1.02
67,c,Poa secunda,2,8,1.02
52,a,Hesperostipa comata,2.8,8,1.03
54,b,Achnatherum hymenoides,3.1,17,1.03
54,d,Elymus elymoides,2.1,14,1.03
54,d,Elymus elymoides,2.6,16,1.03
55,b,Poa secunda,1.1,23,1.03
57,b,Poa secunda,2.8,8,1.03
60,b,Hesperostipa comata,1.8,19,1.03
60,b,Poa secunda,5.5,3,1.03
63,c,Elymus elymoides,0.7,16,1.03
67,a,Poa secunda,2.7,9,1.03
52,b,Achnatherum hymenoides,4.9,17,1.04
57,c,Hesperostipa comata,6.5,12,1.04
57,d,Poa secunda,2.6,4,1.04
57,d,Poa secunda,4.6,10,1.04
59,a,Elymus elymoides,0.8,20,1.04
60,b,Poa secunda,2.6,5,1.04
60,c,Hesperostipa comata,1.6,21,1.04
66,b,Elymus elymoides,2.8,16,1.04
52,b,Elymus elymoides,6,7,1.05
52,b,Elymus elymoides,2.5,11,1.05
53,c,Poa secunda,2.5,7,1.05
53,d,Poa secunda,2.1,9,1.05
54,d,Elymus elymoides,2.1,18,1.05
58,c,Elymus elymoides,2.9,22,1.05
59,b,Poa secunda,1.1,6,1.05
59,c,Poa secunda,1.7,8,1.05
60,d,Poa secunda,1.5,8,1.05
62,c,Poa secunda,1.8,5,1.05
65,d,Hesperostipa comata,4.8,14,1.05
68,a,Hesperostipa comata,1.3,19,1.05
55,c,Poa secunda,2.6,14,1.06
60,c,Poa secunda,2.7,6,1.06
61,d,Poa secunda,2.2,9,1.06
62,b,PG12,2.2,21,1.06
63,c,Poa secunda,5,9,1.06
65,c,PG19,1.7,22,1.06
66,a,Poa secunda,3,5,1.06
56,c,Poa secunda,4.8,8,1.07
57,b,Poa secunda,3.1,7,1.07
57,c,Poa secunda,6,6,1.07
60,b,Poa secunda,3.5,4,1.07
61,b,PG10,4.3,24,1.07
63,d,Poa secunda,2.1,5,1.07
64,d,Elymus elymoides,0.9,19,1.07
66,c,Poa secunda,1.7,8,1.07
67,c,Poa secunda,2.8,6,1.07
59,a,Poa secunda,1.2,5,1.08
52,d,Achnatherum hymenoides,0.9,15,1.09
57,c,Hesperostipa comata,3.5,18,1.09
59,d,Poa secunda,5.7,4,1.09
61,c,Poa secunda,6.7,4,1.09
64,c,Poa secunda,2.6,9,1.09
67,c,Poa secunda,3,5,1.09
67,d,Poa secunda,1.1,18,1.09
57,b,Poa secunda,2.4,12,1.1
60,b,Poa secunda,2.7,7,1.1
67,c,Poa secunda,1.2,14,1.1
54,d,Achnatherum hymenoides,3.7,19,1.11
57,a,Poa secunda,2.6,7,1.11
60,c,Poa secunda,1.5,5,1.11
68,a,Poa secunda,1.9,11,1.11
68,d,Poa secunda,2.1,3,1.11
52,a,Achnatherum hymenoides,4.4,12,1.12
52,b,Achnatherum hymenoides,2.5,11,1.12
52,c,Hesperostipa comata,3.8,12,1.12
55,d,Poa secunda,4,10,1.12
56,a,Poa secunda,1.4,8,1.12
58,b,Poa secunda,1.1,22,1.12
58,d,Achnatherum hymenoides,1.6,28,1.12
62,c,PG11,3.9,21,1.12
62,d,Poa secunda,2.9,6,1.12
67,a,Poa secunda,4,7,1.12
52,b,Achnatherum hymenoides,3.1,15,1.13
53,b,Poa secunda,3.8,11,1.13
55,b,Poa secunda,5.9,12,1.13
57,d,Hesperostipa comata,3.5,19,1.13
64,d,Poa secunda,1.5,9,1.13
65,a,PG18,1.6,14,1.13
65,b,PG20,5.7,18,1.13
52,b,Elymus elymoides,1.9,19,1.14
54,c,Achnatherum hymenoides,3.2,14,1.14
54,c,Poa secunda,2.1,17,1.14
57,b,Poa secunda,3.7,5,1.14
57,d,Poa secunda,2.6,6,1.14
58,b,Poa secunda,1.2,21,1.14
59,c,Poa secunda,2.3,11,1.14
61,a,Poa secunda,3.5,10,1.14
63,d,Elymus elymoides,2.2,20,1.14
67,d,Poa secunda,1.9,9,1.14
53,b,Poa secunda,1.7,12,1.15
57,a,Poa secunda,4.7,6,1.15
57,c,Poa secunda,3.6,8,1.15
59,a,Poa secunda,8.1,5,1.15
59,c,Poa secunda,1.7,7,1.15
64,a,Achnatherum hymenoides,0.6,41,1.15
52,b,Elymus elymoides,4.9,8,1.16
52,d,Achnatherum hymenoides,3.4,15,1.16
53,b,Poa secunda,2.2,10,1.16
53,c,PG03,2.1,13,1.16
58,a,Poa secunda,5,14,1.16
62,d,PG11,2.9,9,1.16
64,a,Achnatherum hymenoides,0.4,40,1.16
67,a,Poa secunda,1.4,44,1.16
52,a,Poa secunda,14.6,5,1.17
54,b,Achnatherum hymenoides,3.1,18,1.17
56,b,Poa secunda,6.2,3,1.17
57,c,Poa secunda,1.9,7,1.17
63,d,Poa secunda,2.7,5,1.17
66,b,Poa secunda,3.8,12,1.17
52,b,Achnatherum hymenoides,3.7,15,1.18
53,b,Poa secunda,5.5,11,1.18
56,a,Poa secunda,2.2,13,1.18
57,a,Poa secunda,3.8,6,1.18
56,a,Poa secunda,3.9,6,1.19
56,a,Elymus elymoides,4.1,20,1.19
56,c,Poa secunda,7.2,5,1.19
59,b,Poa secunda,3.7,6,1.19
62,d,Poa secunda,2.5,18,1.19
63,d,Poa secunda,3.7,4,1.19
64,c,Poa secunda,1.1,17,1.19
64,c,Poa secunda,1.5,29,1.19
54,c,Poa secunda,1.8,18,1.2
57,a,Poa secunda,2.5,9,1.2
57,b,Poa secunda,3.1,11,1.2
53,a,Poa secunda,2.4,9,1.21
54,a,Elymus elymoides,4,7,1.21
55,d,Poa secunda,4.1,10,1.21
56,a,Poa secunda,4.1,19,1.21
63,d,Poa secunda,1.8,4,1.21
64,c,Poa secunda,1.5,17,1.21
67,d,Poa secunda,2.9,11,1.21
52,c,Achnatherum hymenoides,2.4,16,1.22
53,a,Poa secunda,2,14,1.22
53,b,Poa secunda,2,11,1.22
54,c,Poa secunda,2,22,1.22
55,c,Poa secunda,2.7,11,1.22
56,d,Poa secunda,7.8,3,1.22
57,c,Poa secunda,3.6,4,1.22
57,c,Poa secunda,2.3,6,1.22
67,a,Elymus elymoides,1.9,23,1.22
52,d,Achnatherum hymenoides,1.1,19,1.23
53,a,Poa secunda,2.9,9,1.23
54,b,Elymus elymoides,1.5,15,1.23
62,c,Poa secunda,1.8,20,1.23
66,c,Poa secunda,1.1,8,1.23
67,c,Poa secunda,2.4,6,1.23
52,a,Achnatherum hymenoides,2.3,17,1.24
53,a,Poa secunda,2.7,11,1.24
53,c,Poa secunda,6,12,1.24
54,d,Poa secunda,3.6,14,1.24
55,b,Poa secunda,3.9,17,1.24
57,c,Poa secunda,4.5,11,1.24
57,d,Poa secunda,3.7,7,1.24
63,d,Poa secunda,5.1,10,1.24
63,d,Poa secunda,1.3,13,1.24
54,d,Elymus elymoides,2.8,17,1.25
55,b,Elymus elymoides,1.9,16,1.25
58,c,Elymus elymoides,2.4,17,1.25
56,a,Poa secunda,1.7,7,1.26
57,b,Poa secunda,4,7,1.26
59,a,Achnatherum hymenoides,9,24,1.26
63,d,Poa secunda,4.4,3,1.26
66,d,Elymus elymoides,2.2,15,1.26
67,b,Poa secunda,2.7,11,1.26
54,b,Achnatherum hymenoides,0.6,21,1.27
58,a,Poa secunda,1.8,12,1.27
59,a,Poa secunda,3.3,7,1.27
62,c,Elymus elymoides,1.7,17,1.27
66,c,Elymus elymoides,0.5,25,1.27
52,a,Elymus elymoides,1.7,25,1.28
54,a,Elymus elymoides,2.7,10,1.28
65,d,Hesperostipa comata,1.7,21,1.28
66,b,Elymus elymoides,1.7,31,1.28
67,d,Poa secunda,4.5,4,1.28
54,a,Elymus elymoides,1.9,8,1.29
55,b,Poa secunda,3.9,17,1.29
55,d,Poa secunda,5.5,10,1.29
57,a,Poa secunda,2.7,5,1.29
63,b,Poa secunda,4.2,7,1.29
53,a,Poa secunda,3.9,7,1.3
53,b,Poa secunda,3.5,10,1.3
56,a,Elymus elymoides,2.4,10,1.3
57,d,Poa secunda,2.2,12,1.3
59,b,Poa secunda,1.8,11,1.3
60,b,Poa secunda,3.7,5,1.3
66,a,Poa secunda,5.6,10,1.3
67,b,Poa secunda,7.4,8,1.3
58,d,Elymus elymoides,1.3,22,1.31
62,c,Poa secunda,1.8,19,1.31
65,a,PG19,2.6,22,1.31
68,c,Poa secunda,3.7,3,1.31
58,a,Poa secunda,1.9,16,1.32
59,a,Pseudoroegneria spicata,2.3,13,1.32
62,d,Poa secunda,2.8,20,1.32
64,c,Poa secunda,2,18,1.32
52,a,Hesperostipa comata,2.8,10,1.33
54,a,Elymus elymoides,1.8,12,1.33
66,c,Elymus elymoides,1.4,19,1.33
53,a,Poa secunda,2.1,7,1.34
53,b,Poa secunda,5.3,12,1.34
54,c,Poa secunda,1.7,17,1.34
55,a,Poa secunda,4.7,13,1.34
57,a,Poa secunda,1.5,9,1.34
60,d,Hesperostipa comata,2.6,19,1.34
64,c,Poa secunda,2.1,11,1.34
67,a,Poa secunda,3.1,7,1.34
55,d,Poa secunda,4.1,10,1.35
57,d,Poa secunda,2.7,12,1.35
57,d,Poa secunda,3,12,1.35
57,d,Poa secunda,3.5,7,1.35
58,c,Elymus elymoides,2.4,23,1.35
59,b,Poa secunda,2.2,11,1.35
59,c,Poa secunda,2.8,9,1.35
60,a,Poa secunda,2.1,10,1.35
66,b,Elymus elymoides,1.2,20,1.35
54,b,Elymus elymoides,1.4,20,1.36
57,c,Poa secunda,4.9,6,1.36
57,c,Poa secunda,2.2,5,1.36
57,c,Poa secunda,2.8,12,1.36
58,d,Elymus elymoides,2.1,21,1.36
62,a,Elymus elymoides,2,25,1.36
56,b,Poa secunda,5.1,8,1.37
57,b,Poa secunda,3,5,1.37
61,d,Poa secunda,2.6,8,1.37
67,b,Poa secunda,4.3,6,1.37
52,a,Elymus elymoides,2.3,10,1.38
53,d,Elymus elymoides,1.9,27,1.38
54,b,Achnatherum hymenoides,3.1,14,1.38
55,d,Poa secunda,2.9,18,1.38
58,b,Poa secunda,1.9,14,1.38
58,d,Elymus elymoides,1.2,29,1.38
63,d,Poa secunda,3.6,8,1.38
65,d,Hesperostipa comata,2.6,13,1.38
58,d,Achnatherum hymenoides,2.7,24,1.39
64,b,Achnatherum hymenoides,1.5,33,1.39
66,c,Poa secunda,4.2,11,1.39
54,a,Elymus elymoides,1.8,17,1.4
60,c,Hesperostipa comata,1.7,17,1.4
61,a,Poa secunda,3.3,4,1.4
61,a,Poa secunda,1.9,26,1.4
62,d,Pseudoroegneria spicata,8.7,21,1.4
65,b,PG19,2.8,26,1.4
66,c,Elymus elymoides,1.2,16,1.4
66,d,Elymus elymoides,1.5,24,1.4
55,b,Elymus elymoides,4.3,21,1.41
61,d,PG09,3.2,8,1.41
63,a,Poa secunda,3.4,9,1.41
67,a,Poa secunda,2,8,1.41
53,c,Poa secunda,4.4,5,1.42
54,b,Elymus elymoides,2.6,22,1.42
57,b,Poa secunda,4,12,1.42
58,a,Poa secunda,1.8,16,1.42
52,b,Achnatherum hymenoides,4.4,16,1.43
54,a,Elymus elymoides,6.3,12,1.43
58,d,Achnatherum hymenoides,1.5,28,1.43
53,a,PG02,6.4,12,1.44
54,c,Poa secunda,1.7,12,1.44
56,d,Poa secunda,5,6,1.44
57,a,Poa secunda,3.6,10,1.44
64,c,Poa secunda,2.2,8,1.44
54,d,Achnatherum hymenoides,2.8,18,1.45
55,c,Poa secunda,2.2,19,1.45
65,d,Hesperostipa comata,3.3,17,1.45
66,b,Achnatherum hymenoides,4.4,17,1.45
52,c,Achnatherum hymenoides,2.2,15,1.46
54,b,Elymus elymoides,1,25,1.46
57,b,Poa secunda,6,11,1.46
65,b,PG18,3.5,15,1.46
67,b,Poa secunda,2.3,5,1.46
52,a,Poa secunda,2.2,16,1.47
53,a,Poa secunda,2.2,21,1.47
54,a,Elymus elymoides,5.7,15,1.47
54,a,Elymus elymoides,9.6,13,1.47
57,a,Elymus elymoides,3.5,22,1.47
57,a,Poa secunda,2.8,6,1.47
58,b,Poa secunda,1.3,21,1.47
58,c,Elymus elymoides,2.4,19,1.47
59,b,Poa secunda,4.5,5,1.47
52,c,Elymus elymoides,2,28,1.48
55,c,Poa secunda,1.5,22,1.48
56,b,Poa secunda,3.9,10,1.48
56,b,Poa secunda,5,8,1.48
58,b,Poa secunda,2.6,13,1.48
59,a,Poa secunda,3.5,6,1.48
63,c,Poa secunda,4.6,6,1.48
54,a,Elymus elymoides,3.8,20,1.49
58,d,Elymus elymoides,2.8,20,1.49
62,d,Poa secunda,2.2,14,1.49
64,d,Poa secunda,2.2,14,1.49
60,b,Hesperostipa comata,4.8,13,1.5
54,c,Achnatherum hymenoides,2.9,15,1.51
57,d,Hesperostipa comata,2.8,16,1.51
59,b,Poa secunda,5.7,5,1.51
63,d,PG14,3.1,22,1.51
52,b,Elymus elymoides,5.9,12,1.52
52,b,Elymus elymoides,7.3,9,1.52
54,a,Elymus elymoides,3.4,12,1.52
57,b,PG05,1.4,20,1.52
61,b,Poa secunda,3.6,7,1.52
64,b,Hesperostipa comata,2.7,11,1.52
64,c,Poa secunda,1.2,20,1.52
63,d,Poa secunda,2.2,7,1.53
52,c,Achnatherum hymenoides,5.2,15,1.54
53,d,Poa secunda,1.9,14,1.54
54,d,Elymus elymoides,2.8,15,1.54
57,d,Poa secunda,4.1,12,1.54
54,a,Elymus elymoides,3.6,19,1.55
55,c,Poa secunda,3,23,1.55
63,c,Poa secunda,3.7,4,1.55
67,d,Poa secunda,4.5,7,1.55
53,d,Elymus elymoides,4.3,17,1.56
54,c,Poa secunda,1.3,18,1.56
55,a,Poa secunda,1.8,12,1.56
58,b,Poa secunda,0.7,25,1.56
63,c,Poa secunda,3.9,9,1.56
63,c,Poa secunda,3.1,9,1.56
52,b,Achnatherum hymenoides,2.7,16,1.57
54,a,Elymus elymoides,1,21,1.57
54,d,Elymus elymoides,1.3,16,1.57
55,d,Achnatherum hymenoides,3.2,16,1.58
56,c,Poa secunda,8.6,4,1.58
58,c,Elymus elymoides,1.3,26,1.58
59,c,Poa secunda,1.9,6,1.58
63,d,Poa secunda,3.5,7,1.58
52,d,Hesperostipa comata,2.7,14,1.59
52,d,Achnatherum hymenoides,1.5,20,1.59
52,b,Achnatherum hymenoides,2.5,20,1.6
54,a,Elymus elymoides,2.9,12,1.6
59,c,Poa secunda,3.4,7,1.6
63,c,Poa secunda,3.8,5,1.6
53,a,Poa secunda,1.9,8,1.61
67,d,Poa secunda,2,15,1.61
52,c,Achnatherum hymenoides,1.3,26,1.62
54,c,Achnatherum hymenoides,4.1,17,1.62
55,c,Poa secunda,4,18,1.62
57,b,Poa secunda,5,13,1.62
57,d,Poa secunda,3.8,6,1.62
59,b,Poa secunda,2.4,17,1.62
53,a,Poa secunda,2.6,8,1.63
55,d,Achnatherum hymenoides,2,18,1.63
56,a,Elymus elymoides,2.5,13,1.63
59,d,Poa secunda,4,7,1.63
60,d,Poa secunda,2.6,6,1.63
66,b,Elymus elymoides,2.5,16,1.63
52,d,Achnatherum hymenoides,1.4,15,1.64
59,a,Pseudoroegneria spicata,3.8,39,1.64
59,c,Poa secunda,2.6,9,1.64
65,d,Hesperostipa comata,2.9,20,1.64
52,c,Hesperostipa comata,3.3,13,1.65
52,d,Poa secunda,2.7,22,1.65
53,a,Poa secunda,2.6,9,1.65
57,d,Hesperostipa comata,4.8,14,1.65
59,a,Poa secunda,3.1,10,1.65
59,d,Poa secunda,5.9,5,1.65
64,d,Poa secunda,2.4,13,1.65
66,c,Elymus elymoides,2,16,1.65
66,d,Poa secunda,3.5,11,1.65
67,d,Poa secunda,2.2,6,1.65
52,a,Achnatherum hymenoides,3.1,20,1.66
53,a,Poa secunda,3.4,10,1.66
55,a,Poa secunda,2.2,14,1.67
67,c,Pseudoroegneria spicata,2.6,15,1.67
53,a,Poa secunda,7.2,8,1.68
53,d,Elymus elymoides,1.8,21,1.68
58,a,Poa secunda,0.9,21,1.68
59,c,Poa secunda,1.1,12,1.68
64,d,Elymus elymoides,1.4,23,1.68
52,b,Achnatherum hymenoides,3.8,17,1.69
57,b,Poa secunda,7,5,1.69
52,c,Achnatherum hymenoides,2,15,1.7
55,d,Poa secunda,4.9,19,1.7
56,d,Poa secunda,4.2,8,1.7
58,a,Poa secunda,2.2,19,1.7
64,b,Poa secunda,1,12,1.7
52,c,Hesperostipa comata,2,21,1.71
58,a,Achnatherum hymenoides,3.7,23,1.71
64,b,Achnatherum hymenoides,0.9,33,1.71
65,b,PG20,3.3,12,1.71
52,a,Elymus elymoides,2.3,13,1.72
52,d,Elymus elymoides,2.8,14,1.72
56,b,Poa secunda,4.3,6,1.72
56,d,Elymus elymoides,4.4,15,1.72
60,c,Hesperostipa comata,2.3,32,1.72
61,c,Poa secunda,2,14,1.72
65,d,Hesperostipa comata,2.8,28,1.72
54,c,Poa secunda,2.9,20,1.73
53,d,Poa secunda,3.3,12,1.74
54,c,Achnatherum hymenoides,1.4,19,1.74
58,b,Achnatherum hymenoides,4.1,20,1.74
54,c,Achnatherum hymenoides,2.3,23,1.75
62,d,PG12,4.8,16,1.75
66,b,Elymus elymoides,4,13,1.75
66,b,Elymus elymoides,2.6,20,1.75
66,c,Poa secunda,2,15,1.75
52,c,Achnatherum hymenoides,3.9,20,1.76
52,d,Achnatherum hymenoides,1,24,1.76
53,a,Poa secunda,5.4,9,1.76
53,c,Poa secunda,9.8,5,1.76
54,a,Elymus elymoides,5.7,11,1.76
57,b,Poa secunda,3.9,9,1.76
59,a,Poa secunda,1.9,12,1.76
61,d,Poa secunda,2,14,1.76
64,b,Achnatherum hymenoides,3.1,26,1.76
66,c,Elymus elymoides,1.5,25,1.76
54,a,Elymus elymoides,3,14,1.77
63,d,Poa secunda,2.1,7,1.77
52,d,Elymus elymoides,21,18,1.78
58,d,Achnatherum hymenoides,2,26,1.78
59,a,Elymus elymoides,3.9,6,1.78
61,b,PG09,5.7,12,1.78
66,b,Elymus elymoides,2.9,20,1.78
67,c,Poa fendleriana,3.5,29,1.78
53,b,Poa secunda,1.9,13,1.79
60,b,Poa secunda,3.4,9,1.79
53,a,Poa secunda,4,6,1.8
63,c,Poa secunda,6.7,6,1.8
67,c,Poa secunda,3.6,10,1.8
53,a,Poa secunda,4.5,16,1.81
54,c,Elymus elymoides,7.7,17,1.81
56,d,Poa secunda,5.8,11,1.81
56,d,Poa secunda,2.6,7,1.81
57,d,Poa secunda,2.5,12,1.81
64,d,Elymus elymoides,1.8,19,1.81
67,d,Poa secunda,2.7,14,1.81
54,b,Elymus elymoides,3.5,16,1.82
66,c,Elymus elymoides,2.8,29,1.82
52,a,Achnatherum hymenoides,1.2,27,1.83
54,d,Elymus elymoides,2.6,20,1.83
62,c,PG11,5.8,20,1.83
66,b,Achnatherum hymenoides,2.2,22,1.83
57,b,Poa secunda,3.7,5,1.84
59,d,Poa secunda,3,10,1.84
52,a,Poa secunda,5.6,25,1.85
61,a,PG09,2.7,20,1.85
54,b,Achnatherum hymenoides,2.6,16,1.86
55,c,Poa secunda,2,18,1.86
58,b,Elymus elymoides,0.9,15,1.86
58,b,Poa secunda,5.9,15,1.87
58,d,Achnatherum hymenoides,3.1,25,1.87
63,c,PG15,3.7,14,1.87
55,b,Poa secunda,2.5,17,1.88
60,b,Hesperostipa comata,3.3,13,1.88
62,c,PG11,2.8,13,1.88
55,b,Poa secunda,4.4,16,1.89
55,c,Poa secunda,3.4,14,1.89
56,d,Pseudoroegneria spicata,5.3,21,1.89
58,b,Poa secunda,2,22,1.89
68,c,Poa fendleriana,1.6,17,1.9
52,a,Poa secunda,3.8,23,1.91
54,c,Achnatherum hymenoides,1.4,26,1.91
55,b,Poa secunda,3,16,1.91
57,a,Hesperostipa comata,5.9,14,1.91
59,b,Poa secunda,2.8,18,1.91
61,b,PG09,5.8,16,1.92
63,a,Elymus elymoides,3.3,39,1.92
67,b,Poa secunda,4.6,4,1.92
52,a,Hesperostipa comata,2.5,16,1.93
56,c,Poa secunda,2.9,12,1.93
58,d,Achnatherum hymenoides,2.5,21,1.93
62,a,Elymus elymoides,2.1,24,1.94
52,b,Elymus elymoides,0.9,22,1.96
58,a,Poa secunda,1.2,26,1.96
59,b,Poa secunda,3.8,17,1.96
59,c,Poa secunda,4,11,1.96
67,d,Poa secunda,2.2,10,1.96
52,c,Elymus elymoides,1.9,17,1.97
53,b,Poa secunda,4.9,12,1.97
56,a,Poa secunda,3.2,5,1.97
56,a,Elymus elymoides,9.5,8,1.97
57,a,Poa secunda,4.6,5,1.97
57,c,Poa secunda,4.2,7,1.97
58,d,Achnatherum hymenoides,1.7,23,1.97
61,c,PG09,8.2,19,1.97
54,a,Elymus elymoides,2.9,9,1.98
57,d,Poa secunda,2.7,17,1.98
64,a,Elymus elymoides,1.1,37,1.98
52,c,Hesperostipa comata,2.1,15,1.99
55,d,Poa secunda,3.4,18,1.99
61,d,PG09,4.1,17,1.99
66,b,Elymus elymoides,4.6,20,1.99
58,b,Poa secunda,3.9,13,2
58,b,Poa secunda,1.8,29,2
63,c,PG15,2.6,15,2
63,c,Poa secunda,4,8,2
66,c,Elymus elymoides,1.8,22,2
57,d,Poa secunda,3.6,10,2.01
61,a,PG09,3.5,15,2.02
62,c,Pseudoroegneria spicata,3.7,32,2.02
56,b,Hesperostipa comata,7.1,15,2.03
57,c,Poa secunda,3.7,5,2.04
64,c,Poa secunda,1.9,15,2.04
61,c,agropyron cristatum,1.7,39,2.05
67,c,Poa secunda,2,7,2.05
67,d,Pseudoroegneria spicata,7.3,20,2.05
52,a,Poa secunda,2.3,14,2.06
54,a,Elymus elymoides,2.8,18,2.06
54,d,Achnatherum hymenoides,2.3,16,2.06
64,d,Poa secunda,1.7,15,2.06
